id,beneficiary-name,date,direction,amount,description,currency,mcc,kind
27976,Wolt,6/11/2021,d,16.7,Food delivery,USD,5811,pmt
27977,Glovo,6/11/2021,d,33,Food delivery,USD,5811,pmt
27978,Glovo,6/11/2021,d,49.3,Food delivery,USD,5811,pmt
27979,Table tenis club PingPong,6/11/2021,d,13.9,Daily pool ticket,USD,5655,pmt
27980,Table tenis club PingPong,6/11/2021,d,15.7,Table tennis 2 hrs,USD,5655,pmt
27981,Wolt,6/12/2021,d,39.4,Food delivery,USD,5811,pmt
27982,Jill,6/12/2021,d,33.8,Allowance,USD,,pmt
27983,MasterCard,6/12/2021,d,38.9,Pay with Mastercard,USD,,pmt
27984,,6/13/2021,d,159.5,ATM withdrawal,USD,,wdw
27985,Tele9,6/13/2021,d,14.4,Television bill,USD,,pmt
27986,Wolt,6/13/2021,d,15.3,Food delivery,USD,5811,pmt
27987,Delhaize,6/14/2021,d,36.4,Supermaket shopping,USD,5499,pmt
27988,Wolt,6/14/2021,d,27.6,Food delivery,USD,5811,pmt
27989,Home cleaning service,6/14/2021,d,46,Cleaning,USD,,pmt
27990,Tele9,6/15/2021,d,20.5,Television bill,USD,,pmt
27991,Wolt,6/16/2021,d,15.7,Food delivery,USD,5811,pmt
27992,Wolt,6/16/2021,d,43.6,Food delivery,USD,5811,pmt
27993,Home cleaning service,6/17/2021,d,48.4,Cleaning,USD,,pmt
27994,Electro distribution,6/18/2021,d,68.9,Utilities payment,USD,,pmt
27995,Red Cross,6/18/2021,d,66.3,Charity,USD,,pmt
27996,City parkings,6/19/2021,d,1.9,Parking fee,USD,7523,pmt
27997,Lidl,6/19/2021,d,30.8,Supermaket shopping,USD,5499,pmt
27998,Glovo,6/19/2021,d,37.7,Food delivery,USD,5811,pmt
27999,Glovo,6/19/2021,d,24.3,Food delivery,USD,5811,pmt
28000,New York Times,6/20/2021,d,4.1,National Geographic,USD,5192,pmt
28001,Fit and Fun,6/20/2021,d,20.6,Personal trainer,USD,,pmt
28002,The barbers,6/20/2021,d,28.6,Haircut,USD,7230,pmt
28003,Real Estate,6/20/2021,d,193.9,Tax pay,USD,9311,pmt
28004,Glovo,6/21/2021,d,17.9,Food delivery,USD,5811,pmt
28005,Wolt,6/21/2021,d,40.4,Food delivery,USD,5811,pmt
28006,Wolt,6/21/2021,d,42.8,Food delivery,USD,5811,pmt
28007,Delhaize,6/22/2021,d,39,Supermaket shopping,USD,5499,pmt
28008,Lidl,6/22/2021,d,34.7,Supermaket shopping,USD,5499,pmt
28009,Jill,6/22/2021,d,38.9,Allowance,USD,,pmt
28010,Amazon,6/23/2021,d,9.8,Book,USD,,pmt
28011,Delhaize,6/23/2021,d,36.9,Supermaket shopping,USD,5499,pmt
28012,Wolt,6/23/2021,d,47.5,Food delivery,USD,5811,pmt
28013,Wolt,6/23/2021,d,31.7,Food delivery,USD,5811,pmt
28014,Wolt,6/23/2021,d,42,Food delivery,USD,5811,pmt
28015,,6/24/2021,d,156.3,ATM withdrawal,USD,,wdw
28016,Glovo,6/24/2021,d,25.6,Food delivery,USD,5811,pmt
28017,Wolt,6/24/2021,d,46.2,Food delivery,USD,5811,pmt
28018,Fit and Fun,6/24/2021,d,27.2,Personal trainer,USD,,pmt
28019,Lidl,6/24/2021,d,83.8,Supermaket shopping,USD,5200,pmt
28020,Bank of America,6/25/2021,d,7.8,Revolut Silver subscription,USD,,fee
28021,Jill,6/25/2021,d,39.6,Allowance,USD,,pmt
28022,Swimming school,6/25/2021,d,28.7,Membership,USD,,pmt
28023,Generali ado,6/26/2021,d,373.5,Kasko insurance,USD,6381,pmt
28024,T-Mobile,6/26/2021,d,16,Mobile phone bill,USD,,pmt
28025,Comcast,6/26/2021,d,15.7,Television bill,USD,,pmt
28026,Lidl,6/26/2021,d,35.5,Supermaket shopping,USD,5499,pmt
28027,Wolt,6/26/2021,d,26.6,Food delivery,USD,5811,pmt
28028,Glovo,6/27/2021,d,50.7,Food delivery,USD,5811,pmt
28029,Private consulting co,6/27/2021,c,621.4,Cryptocurrency sales,USD,,dep
28030,Wolt,6/28/2021,d,19.3,Food delivery,USD,5811,pmt
28031,Glovo,6/28/2021,d,29.7,Food delivery,USD,5811,pmt
28032,Wolt,6/28/2021,d,41,Food delivery,USD,5811,pmt
28033,Wolt,6/28/2021,d,50.3,Food delivery,USD,5811,pmt
28034,Swimming pool Activa,6/28/2021,d,15.8,Table tennis 2 hrs,USD,5655,pmt
28035,Pet salon Rex,6/28/2021,d,10.3,Grooming,USD,,pmt
28036,National Geographic,7/1/2021,d,4.4,New York Times,USD,5192,pmt
28037,Wolt,7/1/2021,d,35.7,Food delivery,USD,5811,pmt
28038,Glovo,7/1/2021,d,39,Food delivery,USD,5811,pmt
28039,Glovo,7/1/2021,d,24,Food delivery,USD,5811,pmt
28040,Serenity Wellnes,7/1/2021,d,24.3,Spa treatment,USD,8050,pmt
28041,Pet shop,7/1/2021,d,25.4,Shopping,USD,5995,pmt
28042,Lidl,7/2/2021,d,30.7,Supermaket shopping,USD,5499,pmt
28043,Glovo,7/2/2021,d,44.6,Food delivery,USD,5811,pmt
28044,Glovo,7/2/2021,d,30.1,Food delivery,USD,5811,pmt
28045,Glovo,7/3/2021,d,17.8,Food delivery,USD,5811,pmt
28046,Connexus,7/3/2021,d,400.5,Mortgage pay,USD,,pmt
28047,Josh,7/3/2021,d,48.7,Allowance,USD,,pmt
28048,Hertz,7/3/2021,d,14.9,Taxi,USD,7519,pmt
28049,A1 Telecom,7/4/2021,d,15.2,Mobile phone bill,USD,,pmt
28050,Delhaize,7/4/2021,d,39.4,Supermaket shopping,USD,5499,pmt
28051,Glovo,7/4/2021,d,46.6,Food delivery,USD,5811,pmt
28052,Glovo,7/4/2021,d,29.5,Food delivery,USD,5811,pmt
28053,Wolt,7/4/2021,d,46.3,Food delivery,USD,5811,pmt
28054,,7/5/2021,d,242.5,ATM withdrawal,USD,,wdw
28055,Chevron,7/5/2021,d,95.6,Gasoline purchases,USD,5983,pmt
28056,Glovo,7/5/2021,d,23.4,Food delivery,USD,5811,pmt
28057,Glovo,7/5/2021,d,43.4,Food delivery,USD,5811,pmt
28058,Chase,7/5/2021,d,400.8,Rent pay,USD,,pmt
28059,Asseco,7/5/2021,c,"2,432.00",Salary,USD,,sal
28060,"Auto registration agency ""Sport""",7/6/2021,d,284,Yearly car registration ,USD,7542,pmt
28061,Glovo,7/6/2021,d,22.6,Food delivery,USD,5811,pmt
28062,Book depository,7/7/2021,d,14,Amazon Kindle subscription,USD,,pmt
28063,Wolt,7/8/2021,d,16.7,Food delivery,USD,5811,pmt
28064,Wolt,7/8/2021,d,29.4,Food delivery,USD,5811,pmt
28065,UniCredit Leasing,7/9/2021,d,450.2,Financial leasing,USD,7394,pmt
28066,Netflix,7/9/2021,d,8.7,Hulu subscription,USD,,pmt
28067,Wolt,7/9/2021,d,41.6,Food delivery,USD,5811,pmt
28068,Pet hotel Happy Dog,7/9/2021,d,100.1,Monthly stay,USD,5995,pmt
28069,Chevron,7/10/2021,d,74.4,Gasoline purchases,USD,5983,pmt
28070,Delhaize,7/10/2021,d,34.9,Supermaket shopping,USD,5499,pmt
28071,Wolt,7/10/2021,d,21.2,Food delivery,USD,5811,pmt
28072,Red Cross,7/10/2021,d,33.7,Charity,USD,,pmt
28073,Gift Voucher,7/10/2021,d,57.3,Other gifts,USD,5947,pmt
28074,Bank of America,7/11/2021,d,4.9,ATM withdrawal fee,USD,,fee
28075,Swimming school,7/11/2021,d,30.3,Club membership,USD,,pmt
28076,Dental Plus,7/12/2021,d,15.3,Doctor's appointment,USD,8011,pmt
28077,Home cleaning service,7/12/2021,d,45.6,Cleaning,USD,,pmt
28078,Lidl,7/12/2021,d,73.3,Supermaket shopping,USD,5200,pmt
28079,Tele9,7/13/2021,d,18.1,Television bill,USD,,pmt
28080,Medigroup,7/13/2021,d,57.4,Specialist,USD,8011,pmt
28081,Generali,7/13/2021,d,45.6,Extended health insurance,USD,,pmt
28082,Glovo,7/14/2021,d,17.8,Food delivery,USD,5811,pmt
28083,Visa,7/14/2021,d,54.4,Pay with Mastercard,USD,,pmt
28084,City parkings,7/15/2021,d,2.4,Parking fee,USD,7523,pmt
28085,Hulu,7/15/2021,d,8.7,Netflix subscription,USD,,pmt
28086,Wolt,7/15/2021,d,32.7,Food delivery,USD,5811,pmt
28087,Hertz,7/16/2021,d,10.6,Car rent,USD,7519,pmt
28088,City parkings,7/17/2021,d,1.6,Parking fee,USD,7523,pmt
28089,Bank of America,7/17/2021,d,2.7,ATM withdrawal fee,USD,,fee
28090,Glovo,7/17/2021,d,46.9,Food delivery,USD,5811,pmt
28091,Wolt,7/17/2021,d,24.2,Food delivery,USD,5811,pmt
28092,Gift shop,7/17/2021,d,128.1,Birthday gifts,USD,5947,pmt
28093,Lidl,7/18/2021,d,85.6,Supermaket shopping,USD,5200,pmt
28094,Fit and Fun,7/19/2021,d,26.2,Personal trainer,USD,,pmt
28095,Table tenis club PingPong,7/19/2021,d,10.3,Table tennis 2 hrs,USD,5655,pmt
28096,Serenity Wellnes,7/19/2021,d,22.2,Massage,USD,8050,pmt
28097,Shell,7/20/2021,d,72.9,Gasoline purchases,USD,5983,pmt
28098,Shell,7/20/2021,d,54.3,Gasoline purchases,USD,5983,pmt
28099,Music school,7/20/2021,d,182.9,Tuition,USD,8299,pmt
28100,Swimming pool Activa,7/20/2021,d,12,Table tennis 2 hrs,USD,5655,pmt
28101,Pet store,7/20/2021,d,24.8,Shopping,USD,5995,pmt
28102,Orange,7/21/2021,d,34.7,Internet bill,USD,,pmt
28103,Book depository,7/21/2021,d,19.7,Amazon Kindle subscription,USD,,pmt
28104,Wolt,7/21/2021,d,50.7,Food delivery,USD,5811,pmt
28105,Wolt,7/21/2021,d,34.6,Food delivery,USD,5811,pmt
28106,Wolt,7/21/2021,d,31.3,Food delivery,USD,5811,pmt
28107,Coinbase,7/21/2021,c,515.1,Cryptocurrency sales,USD,,dep
28108,Blue moon spa,7/21/2021,d,20.3,Spa treatment,USD,8050,pmt
28109,T-Mobile,7/22/2021,d,13.6,Mobile phone bill,USD,,pmt
28110,New York Times,7/22/2021,d,4.9,New York Times,USD,5192,pmt
28111,Home cleaning service,7/22/2021,d,50.9,Cleaning,USD,,pmt
28112,Hertz,7/22/2021,d,10.1,Taxi,USD,7519,pmt
28113,Heating,7/23/2021,d,67,Utilities payment,USD,,pmt
28114,Apple,7/23/2021,d,15.6,Spotify premium subscription,USD,5733,pmt
28115,MetLife,7/23/2021,d,200.3,Life insurance premium,USD,6300,pmt
28116,Glovo,7/23/2021,d,31.9,Food delivery,USD,5811,pmt
28117,Residential Property,7/23/2021,d,180,Tax pay,USD,9311,pmt
28118,Volvo service,7/24/2021,d,299.8,Regular service,USD,7538,pmt
28119,T-Mobile,7/24/2021,d,16,Mobile phone bill,USD,,pmt
28120,Wolt,7/24/2021,d,20.7,Food delivery,USD,5811,pmt
28121,Adobe,7/24/2021,d,11.1,Games,USD,5045,pmt
28122,National Geographic,7/25/2021,d,5.9,New York Times,USD,5192,pmt
28123,Claire Stevens,7/25/2021,c,300.6,Monthly rent,USD,,dep
28124,New York Times,7/26/2021,d,3.9,New York Times,USD,5192,pmt
28125,Wolt,7/26/2021,d,48.1,Food delivery,USD,5811,pmt
28126,Lidl,7/26/2021,d,88.5,Supermaket shopping,USD,5200,pmt
28127,Music school,7/27/2021,d,152.6,Tuition,USD,8299,pmt
28128,Netflix,7/27/2021,d,8.2,Hulu subscription,USD,,pmt
28129,Protetcta,7/27/2021,d,26.2,Doctor's appointment,USD,8011,pmt
28130,Medilife,7/27/2021,d,51.5,Specialist,USD,8011,pmt
28131,Generali,7/27/2021,d,45.5,Extended health insurance,USD,,pmt
28132,Lidl,7/27/2021,d,89.8,Supermaket shopping,USD,5200,pmt
28133,Glovo,7/28/2021,d,42.2,Food delivery,USD,5811,pmt
28134,Glovo,8/1/2021,d,43.4,Food delivery,USD,5811,pmt
28135,City parkings,8/2/2021,d,2.2,Parking fee,USD,7523,pmt
28136,T-Mobile,8/2/2021,d,15.8,Mobile phone bill,USD,,pmt
28137,Delhaize,8/2/2021,d,35,Supermaket shopping,USD,5499,pmt
28138,Wolt,8/2/2021,d,22.1,Food delivery,USD,5811,pmt
28139,,8/3/2021,d,132.1,ATM withdrawal,USD,,wdw
28140,Wolt,8/3/2021,d,38.6,Food delivery,USD,5811,pmt
28141,City parkings,8/4/2021,d,1.3,Parking fee,USD,7523,pmt
28142,Lidl,8/4/2021,d,34.4,Supermaket shopping,USD,5499,pmt
28143,Glovo,8/4/2021,d,44.8,Food delivery,USD,5811,pmt
28144,Wolt,8/4/2021,d,36.2,Food delivery,USD,5811,pmt
28145,Earnest,8/4/2021,d,6.2,Charge pay,USD,,fee
28146,City parkings,8/5/2021,d,2.5,Parking fee,USD,7523,pmt
28147,Wolt,8/5/2021,d,41.3,Food delivery,USD,5811,pmt
28148,Generali,8/5/2021,d,45,Extended health insurance,USD,,pmt
28149,Table tenis club PingPong,8/5/2021,d,13.5,Daily pool ticket,USD,5655,pmt
28150,Hulu,8/6/2021,d,8.3,Netflix subscription,USD,,pmt
28151,Delhaize,8/6/2021,d,34.8,Supermaket shopping,USD,5499,pmt
28152,Glovo,8/6/2021,d,24.8,Food delivery,USD,5811,pmt
28153,Generali,8/6/2021,d,45.6,Extended health insurance,USD,,pmt
28154,Lidl,8/6/2021,d,74.4,Supermaket shopping,USD,5200,pmt
28155,Gerber Products Company,8/6/2021,d,67.3,Baby nursery,USD,,pmt
28156,Hulu,8/7/2021,d,8.5,Netflix subscription,USD,,pmt
28157,Delhaize,8/7/2021,d,33.1,Supermaket shopping,USD,5499,pmt
28158,Glovo,8/7/2021,d,36.3,Food delivery,USD,5811,pmt
28159,A1 Telecom,8/8/2021,d,26.7,Internet bill,USD,,pmt
28160,Hulu,8/8/2021,d,5.4,Hulu subscription,USD,,pmt
28161,Bank of America,8/8/2021,d,12.6,Late fee,USD,,fee
28162,Delhaize,8/8/2021,d,39.9,Supermaket shopping,USD,5499,pmt
28163,Wolt,8/8/2021,d,30.4,Food delivery,USD,5811,pmt
28164,Fit and Fun,8/8/2021,d,20.5,Gym membership,USD,,pmt
28165,Pet salon Rex,8/8/2021,d,10,Grooming,USD,,pmt
28166,City parkings,8/9/2021,d,2.1,Parking fee,USD,7523,pmt
28167,Comcast,8/9/2021,d,15.7,Television bill,USD,,pmt
28168,Delhaize,8/9/2021,d,30.6,Supermaket shopping,USD,5499,pmt
28169,Delhaize,8/9/2021,d,86.2,Supermaket shopping,USD,5200,pmt
28170,Lending Club,8/9/2021,d,35.4,Loan Payment,USD,,pmt
28171,Revolut,8/10/2021,d,5.9,Revolut Silver subscription,USD,,fee
28172,Delhaize,8/10/2021,d,41,Supermaket shopping,USD,5499,pmt
28173,Glovo,8/10/2021,d,38.4,Food delivery,USD,5811,pmt
28174,Wolt,8/10/2021,d,17.1,Food delivery,USD,5811,pmt
28175,Glovo,8/10/2021,d,30.4,Food delivery,USD,5811,pmt
28176,Glovo,8/10/2021,d,44,Food delivery,USD,5811,pmt
28177,T-Mobile,8/11/2021,d,13.6,Mobile phone bill,USD,,pmt
28178,Amazon,8/11/2021,d,7.8,Book,USD,,pmt
28179,National Geographic,8/11/2021,d,4.3,National Geographic,USD,5192,pmt
28180,Wolt,8/11/2021,d,39.1,Food delivery,USD,5811,pmt
28181,Adobe,8/11/2021,d,10.8,Games,USD,5045,pmt
28182,,8/12/2021,d,166.3,ATM withdrawal,USD,,wdw
28183,,8/12/2021,d,151,ATM withdrawal,USD,,wdw
28184,Delhaize,8/12/2021,d,39.7,Supermaket shopping,USD,5499,pmt
28185,Glovo,8/12/2021,d,46.2,Food delivery,USD,5811,pmt
28186,Karate club,8/12/2021,d,27.2,Membership,USD,,pmt
28187,Wolt,8/13/2021,d,49.9,Food delivery,USD,5811,pmt
28188,Wolt,8/13/2021,d,26.2,Food delivery,USD,5811,pmt
28189,Gift shop,8/13/2021,d,173.9,Birthday gifts,USD,5947,pmt
28190,Generali,8/13/2021,d,45.6,Extended health insurance,USD,,pmt
28191,Home cleaning service,8/13/2021,d,45.4,Cleaning,USD,,pmt
28192,Asseco,8/13/2021,c,"8,132.00",Bonus deposit,USD,,dep
28193,Intersport,8/13/2021,d,121.3,Hiking,USD,5941,pmt
28194,Apple,8/14/2021,d,16,Apple music subscription,USD,5733,pmt
28195,Lidl,8/14/2021,d,32.6,Supermaket shopping,USD,5499,pmt
28196,Wolt,8/14/2021,d,22,Food delivery,USD,5811,pmt
28197,Josh,8/14/2021,d,34.6,Allowance,USD,,pmt
28198,Barber shop,8/14/2021,d,29.6,Haircut,USD,7230,pmt
28199,Hertz,8/14/2021,d,10.2,Car rent,USD,7519,pmt
28200,Netflix,8/15/2021,d,9.1,Netflix subscription,USD,,pmt
28201,Wolt,8/15/2021,d,47.2,Food delivery,USD,5811,pmt
28202,Home cleaning service,8/15/2021,d,49.6,Cleaning,USD,,pmt
28203,Orange,8/16/2021,d,24.5,Internet bill,USD,,pmt
28204,Apple,8/16/2021,d,15.7,Spotify premium subscription,USD,5733,pmt
28205,Generali,8/16/2021,d,45.9,Extended health insurance,USD,,pmt
28206,Johnson & Johnson,8/16/2021,d,58.1,Baby wardrobe,USD,,pmt
28207,Swimming school,8/16/2021,d,28.1,Membership,USD,,pmt
28208,Pet hotel Happy Dog,8/16/2021,d,100.7,Monthly stay,USD,5995,pmt
28209,Pet shop,8/16/2021,d,21.6,Shopping,USD,5995,pmt
28210,Delhaize,8/17/2021,d,32.7,Supermaket shopping,USD,5499,pmt
28211,Serenity Wellnes,8/17/2021,d,23,Massage,USD,8050,pmt
28212,Music school,8/18/2021,d,169.9,Tuition,USD,8299,pmt
28213,Bank of America,8/18/2021,d,6.8,Revolut Silver subscription,USD,,fee
28214,Delhaize,8/18/2021,d,36.5,Supermaket shopping,USD,5499,pmt
28215,A1 Telecom,8/19/2021,d,33.9,Internet bill,USD,,pmt
28216,Spotify,8/19/2021,d,15.3,Apple music subscription,USD,5733,pmt
28217,Bank of America,8/19/2021,d,4.3,Online banking fee,USD,,fee
28218,Wolt,8/19/2021,d,49.3,Food delivery,USD,5811,pmt
28219,Save our kids,8/19/2021,d,78.3,Charity,USD,,pmt
28220,The barbers,8/19/2021,d,22.7,Haircut,USD,7230,pmt
28221,Serenity Wellnes,8/19/2021,d,23.8,Spa treatment,USD,8050,pmt
28222,Comcast,8/20/2021,d,20.3,Television bill,USD,,pmt
28223,Music school,8/20/2021,d,198.2,Tuition,USD,8299,pmt
28224,Amazon,8/20/2021,d,8.7,Amazon Kindle subscription,USD,,pmt
28225,Glovo,8/20/2021,d,48.3,Food delivery,USD,5811,pmt
28226,Real Estate,8/20/2021,d,151.4,Tax pay,USD,9311,pmt
28227,T-Mobile,8/21/2021,d,13.2,Mobile phone bill,USD,,pmt
28228,A1 Telecom,8/21/2021,d,19.1,Mobile phone bill,USD,,pmt
28229,Bank of America,8/21/2021,d,5.2,ATM withdrawal fee,USD,,fee
28230,Glovo,8/21/2021,d,39.1,Food delivery,USD,5811,pmt
28231,Lending Club,8/21/2021,d,74.3,Loan Payment,USD,,pmt
28232,Electro distribution,8/22/2021,d,67.7,Utilities payment,USD,,pmt
28233,Fit and Fun,8/22/2021,d,24.6,Personal trainer,USD,,pmt
28234,Jill,8/22/2021,d,37.4,Allowance,USD,,pmt
28235,Table tenis club PingPong,8/23/2021,d,10,Daily pool ticket,USD,5655,pmt
28236,Home cleaning service,8/23/2021,d,47.6,Cleaning,USD,,pmt
28237,City parkings,8/24/2021,d,2.6,Parking fee,USD,7523,pmt
28238,Glovo,8/24/2021,d,32.4,Food delivery,USD,5811,pmt
28239,Wolt,8/24/2021,d,15,Food delivery,USD,5811,pmt
28240,Glovo,8/24/2021,d,15,Food delivery,USD,5811,pmt
28241,Dental Plus,8/24/2021,d,29.3,Doctor's appointment,USD,8011,pmt
28242,Table tenis club PingPong,8/24/2021,d,15.5,Table tennis 2 hrs,USD,5655,pmt
28243,Lidl,8/25/2021,d,32.1,Supermaket shopping,USD,5499,pmt
28244,Glovo,8/25/2021,d,17.3,Food delivery,USD,5811,pmt
28245,Adobe,8/25/2021,d,18.2,TV,USD,5045,pmt
28246,Wolt,8/26/2021,d,42.1,Food delivery,USD,5811,pmt
28247,Table tenis club PingPong,8/26/2021,d,12.1,Table tennis 2 hrs,USD,5655,pmt
28248,Pet shop,8/26/2021,d,21.1,Shopping,USD,5995,pmt
28249,Bank of America,8/27/2021,d,2.2,ATM withdrawal fee,USD,,fee
28250,Lidl,8/27/2021,d,32.8,Supermaket shopping,USD,5499,pmt
28251,Glovo,8/27/2021,d,25.4,Food delivery,USD,5811,pmt
28252,Lending Club,8/27/2021,d,44.2,Loan Payment,USD,,pmt
28253,A1 Telecom,8/28/2021,d,17.2,Mobile phone bill,USD,,pmt
28254,New York Times,8/28/2021,d,4.7,New York Times,USD,5192,pmt
28255,Glovo,8/28/2021,d,25.4,Food delivery,USD,5811,pmt
28256,Pet salon Rex,8/28/2021,d,10.6,Grooming,USD,,pmt
28257,Glovo,9/1/2021,d,19.1,Food delivery,USD,5811,pmt
28258,Save our kids,9/1/2021,d,91.7,Charity,USD,,pmt
28259,Gerber Products Company,9/1/2021,d,79.1,Baby wardrobe,USD,,pmt
28260,Serenity Wellnes,9/1/2021,d,21.3,Spa treatment,USD,8050,pmt
28261,Serenity Wellnes,9/1/2021,d,21.1,Massage,USD,8050,pmt
28262,Adobe,9/1/2021,d,16.4,Games,USD,5045,pmt
28263,Visa,9/1/2021,d,33.9,Pay with Visa,USD,,pmt
28264,City parkings,9/2/2021,d,2.3,Parking fee,USD,7523,pmt
28265,Precision Optics,9/2/2021,d,125.5,Sun glasses,USD,,pmt
28266,Lily,9/2/2021,d,33.5,Medicine,USD,5912,pmt
28267,Karate club,9/2/2021,d,26.2,Membership,USD,,pmt
28268,Shell,9/3/2021,d,105.9,Gasoline purchases,USD,5983,pmt
28269,A1 Telecom,9/3/2021,d,17.1,Mobile phone bill,USD,,pmt
28270,Glovo,9/3/2021,d,25,Food delivery,USD,5811,pmt
28271,Johnson & Johnson,9/3/2021,d,80.1,Baby nursery,USD,,pmt
28272,Electro distribution,9/4/2021,d,77.6,Utilities payment,USD,,pmt
28273,Glovo,9/4/2021,d,40.5,Food delivery,USD,5811,pmt
28274,Protetcta,9/4/2021,d,24,Doctor's appointment,USD,8011,pmt
28275,Asseco,9/4/2021,c,"2,497.60",Salary,USD,,sal
28276,A1 Telecom,9/5/2021,d,27.6,Internet bill,USD,,pmt
28277,Lidl,9/5/2021,d,39.6,Supermaket shopping,USD,5499,pmt
28278,Raiffeisen Leasing,9/6/2021,d,450.6,Financial leasing,USD,7394,pmt
28279,Comcast,9/6/2021,d,11.8,Television bill,USD,,pmt
28280,Hulu,9/6/2021,d,10.6,Netflix subscription,USD,,pmt
28281,Private consulting co,9/6/2021,c,773.8,Cryptocurrency sales,USD,,dep
28282,T-Mobile,9/7/2021,d,16.9,Mobile phone bill,USD,,pmt
28283,Bank of America,9/7/2021,d,4.8,Online banking fee,USD,,fee
28284,Revolut,9/7/2021,d,5.9,Online banking fee,USD,,fee
28285,Glovo,9/7/2021,d,40.5,Food delivery,USD,5811,pmt
28286,Glovo,9/7/2021,d,33.1,Food delivery,USD,5811,pmt
28287,Glovo,9/7/2021,d,27.2,Food delivery,USD,5811,pmt
28288,Swimming school,9/7/2021,d,23.8,Membership,USD,,pmt
28289,Blue moon spa,9/7/2021,d,21.6,Spa treatment,USD,8050,pmt
28290,Glovo,9/8/2021,d,20.3,Food delivery,USD,5811,pmt
28291,Wolt,9/8/2021,d,47,Food delivery,USD,5811,pmt
28292,Delhaize,9/8/2021,d,81.3,Supermaket shopping,USD,5200,pmt
28293,Pet hotel Happy Dog,9/8/2021,d,100.7,Monthly stay,USD,5995,pmt
28294,Wolt,9/9/2021,d,15.8,Food delivery,USD,5811,pmt
28295,Fit and Fun,9/9/2021,d,28.5,Gym membership,USD,,pmt
28296,Fit and Fun,9/9/2021,d,28.4,Gym membership,USD,,pmt
28297,Claire Stevens,9/9/2021,c,300.8,Monthly rent,USD,,dep
28298,Book depository,9/10/2021,d,12.6,Amazon Kindle subscription,USD,,pmt
28299,Spotify,9/10/2021,d,15.3,Spotify premium subscription,USD,5733,pmt
28300,Lidl,9/10/2021,d,33.7,Supermaket shopping,USD,5499,pmt
28301,Fit and Fun,9/10/2021,d,23.5,Personal trainer,USD,,pmt
28302,R-Pharm,9/10/2021,d,33.2,Home care,USD,5912,pmt
28303,A1 Telecom,9/11/2021,d,6.2,Phone bill,USD,,pmt
28304,Glovo,9/11/2021,d,51,Food delivery,USD,5811,pmt
28305,Wolt,9/11/2021,d,23.1,Food delivery,USD,5811,pmt
28306,Glovo,9/11/2021,d,39.7,Food delivery,USD,5811,pmt
28307,Pet hotel Happy Dog,9/11/2021,d,100.1,Monthly stay,USD,5995,pmt
28308,Bank of America,9/12/2021,d,2.8,ATM withdrawal fee,USD,,fee
28309,Wolt,9/12/2021,d,49.2,Food delivery,USD,5811,pmt
28310,Glovo,9/12/2021,d,38.3,Food delivery,USD,5811,pmt
28311,MasterCard,9/13/2021,d,79.3,Pay with Visa,USD,,pmt
28312,,9/14/2021,d,291.2,ATM withdrawal,USD,,wdw
28313,Electro distribution,9/14/2021,d,76.4,Utilities payment,USD,,pmt
28314,National Geographic,9/15/2021,d,5.8,New York Times,USD,5192,pmt
28315,Glovo,9/15/2021,d,49.7,Food delivery,USD,5811,pmt
28316,Connexus,9/15/2021,d,400.8,Mortgage pay,USD,,pmt
28317,Coinbase,9/16/2021,c,977.5,Cryptocurrency sales,USD,,dep
28318,Book depository,9/17/2021,d,11.3,Book,USD,,pmt
28319,Revolut,9/17/2021,d,3.7,Revolut Silver subscription,USD,,fee
28320,Wolt,9/17/2021,d,19.4,Food delivery,USD,5811,pmt
28321,Wolt,9/17/2021,d,36.1,Food delivery,USD,5811,pmt
28322,Wolt,9/17/2021,d,45.1,Food delivery,USD,5811,pmt
28323,Blue moon spa,9/17/2021,d,25.1,Spa treatment,USD,8050,pmt
28324,Pet store,9/17/2021,d,23.8,Shopping,USD,5995,pmt
28325,A1 Telecom,9/18/2021,d,18.4,Mobile phone bill,USD,,pmt
28326,City parkings,9/19/2021,d,1.3,Parking fee,USD,7523,pmt
28327,Lidl,9/19/2021,d,37.9,Supermaket shopping,USD,5499,pmt
28328,Glovo,9/19/2021,d,32.7,Food delivery,USD,5811,pmt
28329,Josh,9/19/2021,d,35.3,Allowance,USD,,pmt
28330,Delhaize,9/20/2021,d,40.1,Supermaket shopping,USD,5499,pmt
28331,Glovo,9/20/2021,d,28.5,Food delivery,USD,5811,pmt
28332,Wolt,9/20/2021,d,19.6,Food delivery,USD,5811,pmt
28333,Glovo,9/20/2021,d,34.1,Food delivery,USD,5811,pmt
28334,Emmezeta,9/20/2021,d,42,Furniture,USD,5712,pmt
28335,Intersport,9/20/2021,d,131.5,Basketball,USD,5941,pmt
28336,T-Mobile,9/21/2021,d,14.4,Mobile phone bill,USD,,pmt
28337,Revolut,9/21/2021,d,6.3,Revolut Silver subscription,USD,,fee
28338,Wolt,9/21/2021,d,20.5,Food delivery,USD,5811,pmt
28339,Wolt,9/21/2021,d,51,Food delivery,USD,5811,pmt
28340,Glovo,9/21/2021,d,49.1,Food delivery,USD,5811,pmt
28341,Generali,9/21/2021,d,45.1,Extended health insurance,USD,,pmt
28342,Visa,9/22/2021,d,66.2,Pay with Mastercard,USD,,pmt
28343,Netflix,9/23/2021,d,7.3,Hulu subscription,USD,,pmt
28344,Glovo,9/23/2021,d,20.2,Food delivery,USD,5811,pmt
